time;logger;level;message;exception
2012-01-16 00:17:17.0031;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 1 - step 1/2;
2012-01-16 00:17:17.0031;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 2 - step 2/2;
2012-01-16 00:17:17.0791;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 2, currentWorkCounter: 2, will wait for additional work;
2012-01-16 00:17:17.1451;Raven.Database.Indexing.IndexStorage;Info;Deleting index Temp/Posts;
2012-01-16 00:17:17.2371;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 3 - step 1/2;
2012-01-16 00:17:17.2371;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 4 - step 2/2;
2012-01-16 00:17:17.2371;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-16 00:17:17.2531;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-16 00:17:17.2731;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-16 00:17:17.2821;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-16 00:17:24.5018;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/33' was found;
2012-01-16 00:17:24.5018;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-16 00:17:24.6659;Raven.Database.Server.HttpServer;Debug;Request #   1: GET     -   207 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-16 00:17:24.7239;Raven.Database.Server.HttpServer;Debug;Request #   2: GET     -   267 ms - <default>  - 200 - /docs/posts/33;
2012-01-16 00:17:48.6958;Raven.Database.Server.HttpServer;Debug;Request #   3: GET     -    21 ms - <default>  - 200 - /docs?pageSize=0&noCache=-1885010851;
2012-01-16 00:17:48.8558;Raven.Database.Server.HttpServer;Debug;Request #   4: GET     -   106 ms - <default>  - 200 - /build/version?noCache=-1467644203;
2012-01-16 00:17:48.8558;Raven.Database.Server.HttpServer;Debug;Request #   5: GET     -     0 ms - <default>  - 200 - /docs?pageSize=0&noCache=1196229945;
2012-01-16 00:17:48.8838;Raven.Database.Server.HttpServer;Debug;Request #   6: GET     -     0 ms - <default>  - 200 - /docs?pageSize=0&noCache=2017632736;
2012-01-16 00:17:48.8898;Raven.Database.Server.HttpServer;Debug;Request #   7: GET     -     5 ms - <default>  - 200 - /license/status?noCache=1079919149;
2012-01-16 00:17:48.9969;Raven.Database.Server.HttpServer;Debug;Request #   8: GET     -    33 ms - <default>  - 200 - /docs/?start=0&pageSize=15&noCache=885968470;
2012-01-16 00:17:49.3639;Raven.Database.Server.HttpServer;Debug;Request #   9: GET     -   355 ms - <default>  - 200 - /stats?noCache=854438159;
2012-01-16 00:17:59.1232;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/321' was found;
2012-01-16 00:17:59.1232;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-16 00:17:59.1232;Raven.Database.Server.HttpServer;Debug;Request #  10: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-16 00:17:59.1232;Raven.Database.Server.HttpServer;Debug;Request #  11: GET     -     1 ms - <default>  - 200 - /docs/posts/321;
2012-01-16 00:18:15.6567;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-16 00:18:15.6567;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/161' was found;
2012-01-16 00:18:15.6567;Raven.Database.Server.HttpServer;Debug;Request #  12: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-16 00:18:15.6567;Raven.Database.Server.HttpServer;Debug;Request #  13: GET     -     0 ms - <default>  - 200 - /docs/posts/161;
2012-01-16 00:19:22.8015;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-16 00:19:22.8015;Raven.Database.Server.HttpServer;Debug;Request #  14: GET     -     7 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-16 00:19:23.6446;Raven.Database.Storage.IndexDefinitionStorage;Info;"New index Temp%2fPosts:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Temp_2fPosts : AbstractViewGenerator
{
	public Index_Temp_2fPosts()
	{
		this.ViewText = @""from doc in docs.Posts
select new {  }
"";
		this.ForEntityNames.Add(""Posts"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""Posts""
			select new { __document_id = doc.__document_id });
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using Raven.Database.Indexing;
public class Index_Temp_2fPosts : AbstractViewGenerator
{
	public Index_Temp_2fPosts()
	{
		this.ViewText = @""from doc in docs.Posts
select new {  }
"";
		this.ForEntityNames.Add(""Posts"");
		this.AddMapDefinition(docs => from doc in docs
			where doc[""@metadata""][""Raven-Entity-Name""] == ""Posts""
			select new { __document_id = doc.__document_id });
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
";
2012-01-16 00:19:23.6996;Raven.Database.Indexing.IndexStorage;Info;Creating index Temp/Posts with encoded name Temp/Posts;
2012-01-16 00:19:23.7296;Raven.Database.Indexing.Index.Indexing;Debug;Creating index for Temp/Posts;
2012-01-16 00:19:23.7686;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 5 - step 1/2;
2012-01-16 00:19:23.7686;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 6 - step 2/2;
2012-01-16 00:19:23.7866;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 6, currentWorkCounter: 6, will wait for additional work;
2012-01-16 00:19:23.7866;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 6, currentWorkCounter: 6, will wait for additional work;
2012-01-16 00:19:23.8296;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 6, currentWorkCounter: 6, will wait for additional work;
2012-01-16 00:19:23.8576;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:23.9506;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 7 - step 1/2;
2012-01-16 00:19:23.9506;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 8 - step 2/2;
2012-01-16 00:19:23.9506;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 8, currentWorkCounter: 8, will wait for additional work;
2012-01-16 00:19:23.9596;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 8, currentWorkCounter: 8, will wait for additional work;
2012-01-16 00:19:23.9596;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 8, currentWorkCounter: 8, will wait for additional work;
2012-01-16 00:19:24.0696;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;Indexing 11 documents for index: Temp/Posts;
2012-01-16 00:19:24.0836;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.0836;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 9 - step 1/2;
2012-01-16 00:19:24.0836;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 10 - step 2/2;
2012-01-16 00:19:24.0836;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 10, currentWorkCounter: 10, will wait for additional work;
2012-01-16 00:19:24.0836;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 10, currentWorkCounter: 10, will wait for additional work;
2012-01-16 00:19:24.1916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.1916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 11 - step 1/2;
2012-01-16 00:19:24.1916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 12 - step 2/2;
2012-01-16 00:19:24.1916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 12, currentWorkCounter: 12, will wait for additional work;
2012-01-16 00:19:24.1916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 12, currentWorkCounter: 12, will wait for additional work;
2012-01-16 00:19:24.2916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.2916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 13 - step 1/2;
2012-01-16 00:19:24.2916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 14 - step 2/2;
2012-01-16 00:19:24.2916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 14, currentWorkCounter: 14, will wait for additional work;
2012-01-16 00:19:24.2916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 14, currentWorkCounter: 14, will wait for additional work;
2012-01-16 00:19:24.3916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.3916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 15 - step 1/2;
2012-01-16 00:19:24.3916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 16 - step 2/2;
2012-01-16 00:19:24.3916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 16, currentWorkCounter: 16, will wait for additional work;
2012-01-16 00:19:24.3916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 16, currentWorkCounter: 16, will wait for additional work;
2012-01-16 00:19:24.4916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.4916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 17 - step 1/2;
2012-01-16 00:19:24.4916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 18 - step 2/2;
2012-01-16 00:19:24.4916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 18, currentWorkCounter: 18, will wait for additional work;
2012-01-16 00:19:24.4916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 18, currentWorkCounter: 18, will wait for additional work;
2012-01-16 00:19:24.5916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.5916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 19 - step 1/2;
2012-01-16 00:19:24.5916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 20 - step 2/2;
2012-01-16 00:19:24.5916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 20, currentWorkCounter: 20, will wait for additional work;
2012-01-16 00:19:24.5916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 20, currentWorkCounter: 20, will wait for additional work;
2012-01-16 00:19:24.6916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.6916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 21 - step 1/2;
2012-01-16 00:19:24.6916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 22 - step 2/2;
2012-01-16 00:19:24.6916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 22, currentWorkCounter: 22, will wait for additional work;
2012-01-16 00:19:24.6916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 22, currentWorkCounter: 22, will wait for additional work;
2012-01-16 00:19:24.7536;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/33>>;
2012-01-16 00:19:24.7916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.7916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 23 - step 1/2;
2012-01-16 00:19:24.7916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 24 - step 2/2;
2012-01-16 00:19:24.7916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 24, currentWorkCounter: 24, will wait for additional work;
2012-01-16 00:19:24.7916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 24, currentWorkCounter: 24, will wait for additional work;
2012-01-16 00:19:24.8916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.8916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 25 - step 1/2;
2012-01-16 00:19:24.8916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 26 - step 2/2;
2012-01-16 00:19:24.8916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 26, currentWorkCounter: 26, will wait for additional work;
2012-01-16 00:19:24.8916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 26, currentWorkCounter: 26, will wait for additional work;
2012-01-16 00:19:24.9366;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/65>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/97>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/129>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/161>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/193>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/225>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/257>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/289>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/321>>;
2012-01-16 00:19:24.9396;Raven.Database.Indexing.Index.Indexing;Debug;Index 'Temp/Posts' resulted in: Document<stored/uncompressed,indexed,tokenized,omitNorms<__document_id:posts/353>>;
2012-01-16 00:19:24.9916;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:24.9916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 27 - step 1/2;
2012-01-16 00:19:24.9916;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 28 - step 2/2;
2012-01-16 00:19:24.9916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 28, currentWorkCounter: 28, will wait for additional work;
2012-01-16 00:19:24.9916;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 28, currentWorkCounter: 28, will wait for additional work;
2012-01-16 00:19:25.0917;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:25.0917;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 29 - step 1/2;
2012-01-16 00:19:25.0917;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 30 - step 2/2;
2012-01-16 00:19:25.0917;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 30, currentWorkCounter: 30, will wait for additional work;
2012-01-16 00:19:25.0917;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 30, currentWorkCounter: 30, will wait for additional work;
2012-01-16 00:19:25.1917;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:25.1917;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 31 - step 1/2;
2012-01-16 00:19:25.1917;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 32 - step 2/2;
2012-01-16 00:19:25.1917;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 32, currentWorkCounter: 32, will wait for additional work;
2012-01-16 00:19:25.1917;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 32, currentWorkCounter: 32, will wait for additional work;
2012-01-16 00:19:25.2277;Raven.Database.Indexing.Index.Indexing;Debug;Indexed 11 documents for Temp/Posts;
2012-01-16 00:19:25.2277;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 33 - step 1/2;
2012-01-16 00:19:25.2277;Raven.Database.Indexing.WorkContext;Debug;Incremented work counter to 34 - step 2/2;
2012-01-16 00:19:25.2277;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 34, currentWorkCounter: 34, will wait for additional work;
2012-01-16 00:19:25.2277;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 34, currentWorkCounter: 34, will wait for additional work;
2012-01-16 00:19:25.2667;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 34, currentWorkCounter: 34, will wait for additional work;
2012-01-16 00:19:25.2667;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 34, currentWorkCounter: 34, will wait for additional work;
2012-01-16 00:19:25.2917;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/33' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/65' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/97' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/129' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/161' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/193' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/225' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/257' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/289' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/321' was found;
2012-01-16 00:19:25.3277;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/353' was found;
2012-01-16 00:19:25.3827;Raven.Database.Server.HttpServer;Debug;Request #  15: GET     - 2.360 ms - <default>  - 200 - /indexes/dynamic/Posts?query=&start=0&pageSize=128&aggregation=None;
2012-01-16 00:19:41.7068;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-16 00:19:41.7068;Raven.Database.Server.HttpServer;Debug;Request #  16: GET     -     0 ms - <default>  - 404 - /docs/Raven/Replication/Destinations;
2012-01-16 00:19:41.7218;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/33' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/65' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/97' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/129' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/161' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/193' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/225' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/257' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/289' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/321' was found;
2012-01-16 00:19:41.7218;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/353' was found;
2012-01-16 00:19:41.7238;Raven.Database.Server.HttpServer;Debug;Request #  17: GET     -    17 ms - <default>  - 200 - /indexes/dynamic/Posts?query=&start=0&pageSize=128&aggregation=None;
2012-01-16 00:20:09.9615;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'Raven/Replication/Destinations' was not found;
2012-01-16 00:20:09.9615;Raven.Database.Indexing.Index.Querying;Debug;Issuing query on index Temp/Posts for all documents;
2012-01-16 00:20:09.9615;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/33' was found;
2012-01-16 00:20:09.9615;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/65' was found;
2012-01-16 00:20:09.9615;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;Document with key 'posts/97' was found;
